2171	1	3630	5
1745	1	1624	5
2163	1	84	5
143	8	547	5
2409	9	2330	5
2330	9	2409	5
124	1	3486	5
143	0	547	5
640	13	547	5
143	0	88	5
1679	1	88	5
1679	1	88	5
986	1	2019	5
1282	42	3486	5
1282	38	3486	5
3486	8	88	5
88	8	603	5
2769	8	603	5
2811	43	88	5
2163	1	518	5
250	13	88	5
2439	14	88	5
88	15	2439	5
922	1	789	5
922	1	789	5
3486	8	2356	5
2067	1	1430	5
2083	14	1313	5
1584	22	1430	5
88	20	2392	5
37	25	1430	5
3618	17	88	5
3129	34	603	5
3486	0	1731	5
922	1	789	5
922	1	789	5
2163	1	2489	5
1430	7	1379	5
3486	12	2168	5
2067	1	1450	5
3486	18	88	5
88	40	603	5
3697	7	1450	5
3623	20	986	5
3486	5	2168	5
2225	34	88	5
2225	22	2863	5
2217	1	1430	5
3486	5	1731	5
671	20	945	5
3675	1	1430	5
2933	23	2290	5
2351	23	2290	5
1379	1	895	5
114	1	2144	5
2933	23	1003	5
3086	21	1154	5
1154	9	1935	5
1313	15	2083	5
1379	1	2409	5
2019	22	2489	5
3058	1	3486	5
703	38	88	5
703	14	88	5
88	15	703	5
2933	19	3486	5
3486	8	547	5
3486	8	88	5
603	18	88	5
3623	1	3618	5
2290	13	570	6
2420	1	3486	6
2290	13	603	6
2409	1	789	6
986	1	2019	6
3609	14	88	6
1564	38	1883	6
88	15	3609	6
143	18	3630	6
88	8	547	6
1584	22	2489	6
3630	26	88	6
1584	22	603	6
547	8	88	6
88	15	1886	6
2777	8	906	6
2225	1	1430	6
1430	40	2489	6
2019	7	2225	6
2679	8	250	6
2679	8	2290	6
2290	13	3697	6
1379	9	3042	6
1584	24	2489	6
3630	8	2848	6
3630	8	2848	6
328	44	3630	6
250	0	603	6
250	0	2409	6
88	40	603	6
1901	0	88	6
1886	14	88	6
3486	37	143	6
3259	45	1827	6
547	45	1827	6
250	0	3298	6
3630	4	3486	6
2163	46	3165	6
3630	8	2848	6
3165	46	2163	6
250	0	603	6
250	0	603	6
603	13	2290	6
250	0	603	6
250	0	88	6
603	13	88	6
250	0	603	6
250	0	470	6
3630	8	2848	6
1901	0	88	6
3042	9	1379	6
143	1	3630	6
88	15	3635	6
1564	38	2488	6
3443	2	3637	6
3630	1	1430	6
22	1	2168	6
986	1	1450	6
3486	27	400	6
410	14	88	6
88	15	410	6
3170	14	88	6
88	15	3170	6
143	8	547	6
3486	8	2356	6
1379	1	2330	6
22	1	3486	6
3486	22	400	6
1760	36	88	6
3621	17	88	6
2461	23	2317	6
1760	35	88	6
3085	24	1760	6
2351	11	88	6
2769	47	2351	6
88	23	603	6
1379	9	3621	6
2461	8	2848	6
2118	14	88	6
3621	9	1379	6
977	8	661	6
3623	1	88	6
2019	22	1430	6
143	8	547	6
3486	12	603	6
250	0	603	6
3635	14	88	6
603	13	88	6
3623	1	88	6
3623	34	3630	6
2373	30	2264	6
1571	8	2392	6
250	0	603	6
2323	13	603	6
3443	2	2392	6
2163	1	88	6
2351	30	603	6
3486	12	2168	6
88	15	2118	6
3486	32	1282	6
143	8	88	6
661	13	977	6
2933	48	88	6
3630	8	2848	6
250	30	1785	6
2933	1	250	6
3630	26	88	6
3623	1	3630	7
2351	11	88	7
1450	22	603	7
2409	1	2933	7
1274	1	2361	7
18	1	2330	7
2461	8	2848	7
2933	1	250	7
250	0	603	7
1901	0	88	7
88	1	2330	7
603	13	2290	7
250	0	603	7
2409	1	2330	7
250	0	603	7
410	49	88	7
2769	47	2351	7
603	13	1725	7
2409	8	603	7
250	0	2409	7
2351	11	88	7
2461	23	2317	7
2163	1	518	7
88	1	2933	7
1328	38	976	7
2933	7	603	7
1803	8	2857	7
88	8	2290	7
3042	1	3483	7
250	13	88	7
1430	7	2351	7
2354	11	88	7
3486	21	400	7
3486	21	603	7
280	12	2418	7
2442	50	88	7
2933	23	603	7
2351	23	1704	7
1274	1	2361	7
2857	38	976	7
2323	13	603	7
603	21	88	7
400	1	88	7
2933	51	603	7
1427	8	977	7
1427	52	977	7
976	16	1427	7
2238	1	1513	7
956	53	410	7
3547	1	2391	8
3324	14	88	8
88	15	3324	8
1997	22	518	8
1997	22	603	8
1430	24	3737	8
1938	38	2019	8
603	0	2848	8
1379	1	2330	8
1901	0	88	8
603	0	2392	8
1450	54	1997	8
2248	0	88	8
2317	1	733	8
1938	1	1282	8
2019	1	2863	8
305	55	88	8
2019	22	1430	8
1901	0	88	8
262	0	547	8
2409	1	2933	8
1282	7	2019	8
2769	56	2811	8
1282	57	1740	8
1740	57	1282	8
88	1	2933	8
88	15	770	8
305	58	88	8
1379	1	2933	8
770	14	88	8
603	0	3630	8
262	13	547	8
2317	1	143	8
88	59	305	8
438	19	88	8
262	0	1728	8
305	58	88	8
305	55	88	8
2248	12	470	8
2019	24	2489	8
2019	1	2863	8
640	0	2392	8
640	0	2848	8
1997	22	1450	8
1997	22	603	8
2019	22	2489	8
2933	51	603	8
1379	1	2933	8
1938	54	1584	8
2225	1	2019	8
1704	13	603	8
3042	20	2248	8
305	58	88	8
2933	7	603	8
1450	1	2489	8
2290	13	603	8
2933	23	603	8
88	59	305	8
2347	11	88	8
1938	7	2225	8
2351	23	603	8
1704	13	603	8
2290	13	603	8
2225	1	88	8
2351	23	2409	8
2019	22	1450	8
88	7	3623	8
1450	1	88	8
2347	11	88	8
3623	34	273	8
232	32	3486	8
371	21	2008	8
603	7	88	8
2392	8	3486	9
640	0	2848	9
2019	22	2863	9
3623	1	3618	9
2043	0	88	9
88	23	603	9
1282	57	2351	9
2699	1	2330	9
2019	22	1430	9
2351	57	1282	9
250	13	547	9
2317	1	143	9
2317	1	733	9
262	0	547	9
262	0	1728	9
88	60	632	9
262	13	547	9
2347	8	88	9
262	13	547	9
1450	1	88	9
2225	1	88	9
640	0	2392	9
603	34	1584	9
2225	21	2351	9
2225	1	88	9
2933	61	2351	9
31	7	603	9
2347	8	88	9
103	14	1430	9
1430	15	103	9
250	0	603	9
603	21	1443	9
88	23	1704	9
1360	32	1282	9
3630	9	1379	9
1379	9	3630	9
1938	1	1666	9
88	23	603	9
2933	23	603	9
2351	8	88	9
1379	1	2392	9
603	20	733	9
2857	62	661	9
1282	57	2351	9
2351	57	1282	9
2225	1	88	9
2225	21	2351	9
250	0	603	10
1430	63	2190	10
1666	1	2489	10
1430	25	2019	10
2317	1	733	10
262	0	1728	10
262	0	547	10
262	13	547	10
2392	8	1687	10
1997	22	603	10
1282	7	684	10
1225	1	2347	10
1687	13	3630	10
1687	13	3630	10
410	11	88	10
2392	8	2290	10
2290	13	2392	10
1687	13	603	10
1997	64	603	10
1430	25	1997	10
3630	8	2290	10
85	8	603	10
3486	8	88	10
2351	31	85	10
352	30	603	10
2392	8	1687	10
3486	8	3270	10
2489	1	2225	10
88	15	103	10
250	30	692	10
3057	1	733	10
88	15	2391	10
2391	14	88	10
88	15	3564	10
1379	1	250	10
603	30	692	10
3564	14	88	10
103	14	88	10
603	0	3630	10
733	30	2351	10
2409	1	3630	10
3194	14	88	10
88	15	3194	10
3270	44	1785	10
2163	1	3270	10
2163	1	3129	10
603	7	1282	10
3426	1	88	10
879	1	2391	10
2323	13	603	10
855	1	2347	10
3486	8	603	10
88	1	2330	10
2225	19	2863	10
2290	13	3630	10
1379	24	1299	10
2163	1	3129	10
2330	50	88	10
345	1	3618	10
3486	8	3270	10
3176	7	2225	10
88	54	1584	10
88	1	3630	10
2392	11	88	10
1427	21	1803	10
1803	8	2857	10
3222	21	1282	10
3222	21	3486	10
2347	11	88	10
88	23	3486	10
2409	65	1282	10
250	13	547	10
3270	44	1785	10
2933	23	232	10
2067	22	518	10
2225	9	2489	10
1282	65	2409	10
1379	9	100	10
100	9	1379	10
345	21	3618	10
1430	24	2190	10
3630	56	2442	10
2163	1	2933	10
2489	9	2225	10
2933	23	2248	10
1666	1	2489	10
2163	1	3270	10
1430	40	2190	10
1430	40	88	10
2392	8	2290	10
733	30	2351	10
733	13	603	10
1997	19	2863	10
603	30	692	10
1379	1	250	10
250	30	692	10
2699	1	88	10
3057	1	733	10
2225	21	1450	10
2163	1	2933	10
1379	24	3630	10
603	25	88	10
890	1	88	10
2863	1	88	10
2933	23	2248	10
2489	1	2225	10
2351	8	88	10
2863	1	88	10
2489	1	88	10
1430	40	2190	10
3486	8	603	10
2933	30	250	11
2817	1	1225	11
250	0	603	11
250	0	2933	11
1282	65	2409	11
2409	65	1282	11
2933	30	250	11
1584	1	2863	11
250	0	2933	11
2392	8	1687	11
1687	13	2392	11
2217	7	2225	11
2461	8	368	11
2225	1	88	11
2817	1	2347	11
3732	7	2225	11
250	0	603	11
603	2	2351	11
603	13	88	11
1551	1	2330	11
3732	7	518	11
2392	8	1687	11
1687	13	2392	11
1997	22	2863	11
1997	66	603	11
603	13	692	11
352	30	2933	11
2019	22	1430	11
3564	14	88	11
3732	7	518	11
3630	56	2442	11
2351	30	3026	11
2933	30	3026	11
603	2	3637	11
52	24	1430	11
88	15	3564	11
3083	1	88	11
2225	1	3105	11
1997	22	1430	11
3486	8	1282	11
603	2	3637	11
2769	1	2330	11
2933	1	2330	11
1360	32	1282	11
1687	13	1282	11
1282	8	3486	11
1282	8	1687	11
603	30	88	11
2442	30	603	11
3660	2	3637	11
603	2	2769	11
603	2	3637	11
603	25	88	11
603	2	3637	11
2351	8	603	11
2769	4	88	11
2769	8	88	11
603	30	88	11
2769	30	603	11
3313	9	1430	11
2351	30	603	11
3176	7	2067	11
1584	1	345	11
345	20	1282	11
1379	20	1282	11
2769	8	603	11
3222	21	1282	11
3222	21	3486	11
3564	14	88	11
88	15	3564	11
3564	14	88	11
88	15	3564	11
1430	9	3313	11
3732	7	2225	11
1430	24	687	11
1430	24	1282	11
603	38	2602	11
2351	30	3026	11
3732	7	518	11
2392	30	1687	11
2019	32	603	11
2570	1	2933	11
2330	30	2290	11
603	30	88	11
250	13	603	11
2330	1	250	11
88	1	2330	11
3564	9	1117	11
2330	8	3486	11
2163	1	1450	11
3486	8	2330	11
2351	23	603	11
3630	67	88	11
603	34	2330	11
2330	8	3486	11
3486	8	2330	11
603	34	2330	11
2225	1	2019	11
603	34	2019	11
2225	22	518	11
1117	9	3564	11
2225	1	2489	11
3630	56	1282	11
250	0	603	11
1117	9	103	11
2933	8	325	11
88	23	789	11
2933	68	88	11
103	9	1117	11
2351	8	603	11
2933	23	3550	11
2769	30	603	11
2351	43	88	11
603	2	3637	11
603	2	2351	11
121	32	603	11
603	66	88	11
88	37	2848	11
103	7	1117	11
3675	1	1450	11
603	2	3637	11
250	13	2933	11
3732	7	518	11
1687	30	2392	11
1430	24	1282	11
1584	1	345	11
345	20	1282	11
1379	20	1282	11
3732	9	3675	11
3675	9	3732	11
3176	7	2067	11
2351	30	603	11
2351	30	3026	11
603	2	3637	11
1595	7	2225	11
2351	30	603	11
3313	9	1430	11
2163	1	345	11
3630	14	88	11
88	15	3630	11
1430	24	687	11
3675	1	1282	11
603	2	3637	11
1430	9	3313	11
2442	23	2290	11
2351	30	3026	11
2933	30	3026	11
3732	7	518	11
2769	8	603	11
352	30	2933	11
603	13	88	11
2217	7	2225	11
1430	9	103	11
2570	1	2933	11
3630	69	1117	11
1740	8	1687	11
2225	1	3105	11
250	1	2933	11
603	21	1430	11
250	13	692	11
100	9	103	11
3732	7	2225	11
1687	13	3630	12
3630	8	1687	12
855	1	2948	12
2225	1	2489	12
2225	1	2019	12
2225	22	518	12
1725	53	2351	12
88	23	603	12
2392	38	88	12
603	2	3637	12
603	2	3637	12
603	20	3486	12
603	25	2489	12
52	25	2769	12
3584	21	1282	12
3630	56	1282	12
8	1	3584	12
603	30	88	12
3737	1	2351	12
1397	1	88	12
737	4	88	12
2933	68	88	12
88	54	1584	12
1687	13	603	12
2286	14	88	12
2420	1	2392	12
603	34	1584	12
2225	1	88	12
1551	1	2330	12
8	1	2489	12
3026	53	2933	12
88	15	2286	12
2769	1	2392	12
2933	23	789	12
3623	34	603	12
603	7	2225	12
2217	9	1430	12
250	13	547	12
3630	8	88	12
3176	24	1430	12
603	21	3486	12
2442	23	603	12
3735	1	3486	12
603	63	2330	12
603	63	2330	12
2933	8	325	12
1430	9	2217	12
2392	11	88	12
410	11	88	12
603	2	3637	12
3735	1	3486	12
88	1	3630	12
1450	7	3486	12
3486	8	2375	12
603	13	88	12
1430	9	2769	12
2769	9	1430	12
603	2	3637	12
737	4	88	12
1430	1	88	12
1511	21	1282	12
1584	1	3584	12
603	7	1997	12
3697	25	2489	12
828	14	88	12
88	15	828	12
250	0	603	13
250	0	88	13
352	13	603	13
250	0	603	13
3165	46	2933	13
250	0	2933	13
2933	46	3165	13
2019	24	2863	13
3544	20	88	13
1430	9	2769	13
88	21	922	13
88	21	2351	13
2351	19	603	13
603	21	1282	13
2769	9	1430	13
3426	1	88	13
2769	1	2330	13
2217	1	2225	13
2217	1	922	13
250	10	88	13
603	2	3637	13
603	34	2330	13
250	0	603	13
3486	8	2330	13
250	0	88	13
603	34	2330	13
603	70	1282	13
385	1	2215	13
703	14	88	13
88	15	703	13
2933	1	1687	13
1430	25	2019	13
3564	14	88	13
88	15	3564	13
352	0	88	13
3486	12	2168	13
250	18	88	13
250	0	603	13
250	18	88	13
250	0	603	13
88	8	603	13
603	34	2019	13
2330	8	3486	13
250	0	603	13
88	21	922	13
3486	8	603	13
1715	7	687	13
2114	17	88	13
262	0	547	13
352	0	88	13
2351	23	603	13
3630	67	88	13
2163	1	3721	13
3486	8	603	13
3630	66	2203	13
3630	14	88	13
250	10	88	13
88	15	3630	13
2933	1	3486	13
2351	8	603	13
2933	23	3486	13
2699	65	2409	13
603	20	3486	13
2409	65	2699	13
603	2	3637	13
1258	4	88	13
88	21	2351	13
1430	20	603	13
2351	19	603	13
3486	8	2392	13
3486	1	2392	13
1379	1	2290	13
2290	13	2248	13
88	22	603	13
1430	40	603	13
2933	71	1003	13
733	30	603	13
3716	69	3443	13
232	12	1003	13
88	8	603	13
2217	7	2225	13
3486	10	2019	13
2933	1	287	13
250	0	603	13
250	18	88	13
2217	20	3486	13
3630	30	603	14
88	15	836	14
836	14	88	14
1379	9	836	14
3486	8	2933	14
1740	1	2351	14
1379	1	3486	14
1740	34	603	14
2351	32	88	14
2420	32	1282	14
3623	1	2019	14
2351	8	603	14
2392	49	88	14
3486	8	2933	14
2933	8	3486	14
3486	8	2351	14
2330	30	603	14
1450	7	3486	14
250	0	88	14
250	0	603	14
889	47	88	14
889	47	2442	14
250	0	603	14
603	7	2351	14
250	0	603	14
2392	49	88	14
2848	21	3630	14
836	9	1379	14
836	14	88	14
88	7	1117	14
2351	32	88	14
1740	34	603	14
969	1	3443	14
2933	23	789	14
2570	9	3042	14
3042	9	2570	14
2848	72	3630	14
1379	1	3486	14
88	15	1219	14
232	13	2933	14
603	7	2225	14
2420	32	1282	14
88	15	836	14
1219	14	88	14
88	15	3170	14
3170	14	88	14
3486	1	2215	14
603	7	2351	14
2769	1	2330	14
1450	21	88	14
1379	1	3486	14
3732	1	88	14
1379	9	836	14
836	9	1379	14
1382	21	1299	14
2323	13	88	15
88	15	3170	15
2848	1	3630	15
84	9	3486	15
1997	19	603	15
2848	1	3630	15
2067	20	969	15
2019	24	3737	15
2217	1	2067	15
3486	9	84	15
88	8	2323	15
1430	21	2019	15
3732	7	2225	15
2330	23	2290	15
2933	8	2290	15
2290	13	2933	15
3170	6	1430	15
1430	6	3170	15
3486	44	1282	15
3486	8	2848	15
1411	21	8	15
1411	21	603	15
3732	1	2225	15
603	13	88	15
3170	14	88	15
410	11	88	15
3486	8	2347	15
922	1	2933	15
1997	21	603	15
1584	22	603	15
2225	24	2489	15
2019	24	2489	15
2217	20	603	15
2225	22	1516	15
1584	22	603	15
2217	20	603	15
3732	1	2225	15
2409	65	2699	15
2699	65	2409	15
3342	1	929	15
2019	24	2691	15
2409	24	2391	15
1997	22	1430	15
1430	25	2019	15
2570	9	3042	15
3042	9	2570	15
1511	21	1282	15
681	13	2810	15
2699	1	2330	15
3732	1	2489	15
2067	1	3737	15
2439	1	2351	15
2225	21	3697	15
88	8	3486	15
3342	1	929	15
2067	1	3737	15
3732	7	2225	15
1430	73	1687	15
88	23	789	15
1379	7	603	15
88	8	3486	15
3715	9	500	15
88	16	3715	15
3170	1	2848	15
1219	14	88	15
500	9	3715	15
836	9	1379	15
1072	14	1430	15
88	9	2848	15
836	14	1430	15
1430	15	836	15
88	9	1760	15
1430	15	1072	15
836	14	1430	15
1430	15	836	15
1379	9	836	15
3732	1	2225	15
88	15	1219	15
603	74	1360	15
2848	9	88	15
3486	8	88	15
836	14	88	15
88	65	2848	15
88	65	1760	15
88	57	1760	15
3732	7	2225	15
1219	9	2351	15
1219	14	88	15
2351	9	1219	15
88	15	1219	15
88	15	836	15
3486	9	84	15
603	22	518	15
1219	9	2351	15
84	9	3486	15
1740	9	3170	15
3170	9	1740	15
1584	22	603	15
88	15	836	15
2439	1	2330	15
88	15	1219	15
2351	9	1219	15
1219	14	88	15
836	14	88	15
84	46	3057	16
88	15	836	16
2330	50	88	16
1430	9	3170	16
603	13	3486	16
3486	8	603	16
84	1	3486	16
603	12	1036	16
2019	22	1430	16
3486	12	1036	16
3486	12	603	16
